players,strategies,0.99 error,0.999 error,0.9999 error,0.99999 error
473,12,NaN,NaN,NaN,NaN
170,14,NaN,NaN,NaN,NaN
201,19,NaN,NaN,NaN,NaN
229,19,NaN,NaN,NaN,NaN
55,15,NaN,NaN,NaN,NaN
310,14,NaN,NaN,NaN,NaN
295,19,NaN,NaN,NaN,NaN
90,13,NaN,NaN,NaN,NaN
487,18,NaN,NaN,NaN,NaN
359,19,NaN,NaN,NaN,NaN
181,9,NaN,NaN,NaN,NaN
301,16,NaN,NaN,NaN,NaN
213,16,NaN,NaN,NaN,NaN
376,6,NaN,NaN,NaN,NaN
181,11,NaN,NaN,NaN,NaN
373,19,NaN,NaN,NaN,NaN
489,3,1.970220198088415e-13,2.2492309730585655e-13,2.772554767516112e-13,2.968801190437692e-13
440,12,NaN,NaN,NaN,NaN
395,9,NaN,NaN,NaN,NaN
136,9,NaN,NaN,NaN,NaN
183,7,NaN,NaN,NaN,NaN
279,6,NaN,NaN,NaN,NaN
265,12,NaN,NaN,NaN,NaN
26,20,NaN,NaN,NaN,NaN
179,10,NaN,NaN,NaN,NaN
469,15,NaN,NaN,NaN,NaN
235,14,NaN,NaN,NaN,NaN
501,12,NaN,NaN,NaN,NaN
22,19,NaN,NaN,NaN,NaN
408,5,NaN,NaN,NaN,NaN
118,8,NaN,NaN,NaN,NaN
174,8,NaN,NaN,NaN,NaN
391,12,NaN,NaN,NaN,NaN
300,15,NaN,NaN,NaN,NaN
300,11,NaN,NaN,NaN,NaN
468,3,8.592101524213152e-14,1.0433779845551325e-13,1.194169015628592e-13,1.2089574864103703e-13
13,10,2.6014177759993045e-15,2.973048886856348e-15,3.2331906644562787e-15,3.456169330970505e-15
56,2,2.7530993095030992e-14,3.115838745552494e-14,3.2181498685407846e-14,3.2181498685407846e-14
173,2,7.30491369670687e-14,8.075188354390388e-14,8.544395059271426e-14,8.65313824409364e-14
185,2,7.193297153904315e-14,7.876050782071503e-14,8.406404046808517e-14,8.50394027940383e-14
21,7,1.5461670066547491e-15,2.130121181599549e-15,2.5942968420675103e-15,2.7469025386597167e-15
469,2,7.59154594625531e-14,1.2660175722183528e-13,1.4853071877114991e-13,1.4896495563351259e-13
53,10,NaN,NaN,NaN,NaN
310,6,NaN,NaN,NaN,NaN
85,10,NaN,NaN,NaN,NaN
407,10,NaN,NaN,NaN,NaN
474,7,NaN,NaN,NaN,NaN
493,12,NaN,NaN,NaN,NaN
119,13,NaN,NaN,NaN,NaN
438,18,NaN,NaN,NaN,NaN
45,11,NaN,NaN,NaN,NaN
441,20,NaN,NaN,NaN,NaN
440,10,NaN,NaN,NaN,NaN
438,15,NaN,NaN,NaN,NaN
308,17,NaN,NaN,NaN,NaN
278,20,NaN,NaN,NaN,NaN
21,16,NaN,NaN,NaN,NaN
104,19,NaN,NaN,NaN,NaN
214,6,NaN,NaN,NaN,NaN
168,17,NaN,NaN,NaN,NaN
54,11,NaN,NaN,NaN,NaN
346,19,NaN,NaN,NaN,NaN
340,7,NaN,NaN,NaN,NaN
183,14,NaN,NaN,NaN,NaN
118,17,NaN,NaN,NaN,NaN
140,8,NaN,NaN,NaN,NaN
420,18,NaN,NaN,NaN,NaN
40,18,NaN,NaN,NaN,NaN
150,18,NaN,NaN,NaN,NaN
53,13,NaN,NaN,NaN,NaN
374,17,NaN,NaN,NaN,NaN
472,20,NaN,NaN,NaN,NaN
395,13,NaN,NaN,NaN,NaN
150,19,NaN,NaN,NaN,NaN
215,17,NaN,NaN,NaN,NaN
364,12,NaN,NaN,NaN,NaN
54,19,NaN,NaN,NaN,NaN
294,17,NaN,NaN,NaN,NaN
488,13,NaN,NaN,NaN,NaN
340,18,NaN,NaN,NaN,NaN
279,14,NaN,NaN,NaN,NaN
502,6,NaN,NaN,NaN,NaN
342,16,NaN,NaN,NaN,NaN
166,20,NaN,NaN,NaN,NaN
471,11,NaN,NaN,NaN,NaN
431,7,NaN,NaN,NaN,NaN
375,20,NaN,NaN,NaN,NaN
394,8,NaN,NaN,NaN,NaN
122,6,NaN,NaN,NaN,NaN
173,11,NaN,NaN,NaN,NaN
88,20,NaN,NaN,NaN,NaN
215,6,NaN,NaN,NaN,NaN
24,11,NaN,NaN,NaN,NaN
23,13,NaN,NaN,NaN,NaN
357,17,NaN,NaN,NaN,NaN
57,18,NaN,NaN,NaN,NaN
57,17,NaN,NaN,NaN,NaN
40,20,NaN,NaN,NaN,NaN
21,18,NaN,NaN,NaN,NaN
230,20,NaN,NaN,NaN,NaN
439,13,NaN,NaN,NaN,NaN
459,5,NaN,NaN,NaN,NaN
212,9,NaN,NaN,NaN,NaN
172,15,NaN,NaN,NaN,NaN
108,6,NaN,NaN,NaN,NaN
279,12,NaN,NaN,NaN,NaN
486,19,NaN,NaN,NaN,NaN
375,12,NaN,NaN,NaN,NaN
235,10,NaN,NaN,NaN,NaN
366,11,NaN,NaN,NaN,NaN
472,14,NaN,NaN,NaN,NaN
154,15,NaN,NaN,NaN,NaN
54,13,NaN,NaN,NaN,NaN
405,9,NaN,NaN,NaN,NaN
204,3,5.6294295756089915e-14,7.052117660076624e-14,8.045546408713504e-14,8.462541192091948e-14
106,16,NaN,NaN,NaN,NaN
294,18,NaN,NaN,NaN,NaN
25,4,8.64178968636244e-15,1.0622797953335892e-14,1.161991697485105e-14,1.1713788013408226e-14
180,8,NaN,NaN,NaN,NaN
237,5,NaN,NaN,NaN,NaN
146,4,2.228436764522787e-14,3.124505197848575e-14,4.033679261525467e-14,4.7716902783970195e-14
377,11,NaN,NaN,NaN,NaN
54,8,NaN,NaN,NaN,NaN
344,17,NaN,NaN,NaN,NaN
229,18,NaN,NaN,NaN,NaN
312,12,NaN,NaN,NaN,NaN
105,10,NaN,NaN,NaN,NaN
473,10,NaN,NaN,NaN,NaN
362,15,NaN,NaN,NaN,NaN
459,9,NaN,NaN,NaN,NaN
85,15,NaN,NaN,NaN,NaN
264,13,NaN,NaN,NaN,NaN
409,5,NaN,NaN,NaN,NaN
169,17,NaN,NaN,NaN,NaN
342,10,NaN,NaN,NaN,NaN
151,10,NaN,NaN,NaN,NaN
120,2,8.533789627563464e-14,1.0894501838173745e-13,1.1259599084761337e-13,1.1259599084761337e-13
165,18,NaN,NaN,NaN,NaN
246,6,NaN,NaN,NaN,NaN
395,14,NaN,NaN,NaN,NaN
22,12,NaN,NaN,NaN,NaN
340,11,NaN,NaN,NaN,NaN
281,7,NaN,NaN,NaN,NaN
87,2,2.903354453899249e-14,3.297319955018321e-14,3.4600448359153294e-14,3.485738238162225e-14
298,14,NaN,NaN,NaN,NaN
88,3,1.2670444427808633e-14,1.796368930389974e-14,2.1903480045124186e-14,2.3149759368101485e-14
248,7,NaN,NaN,NaN,NaN
406,12,NaN,NaN,NaN,NaN
488,20,NaN,NaN,NaN,NaN
505,4,NaN,NaN,NaN,NaN
502,10,NaN,NaN,NaN,NaN
262,18,NaN,NaN,NaN,NaN
38,17,NaN,NaN,NaN,NaN
325,20,NaN,NaN,NaN,NaN
278,2,4.676227988041827e-14,6.942842933090969e-14,7.69112239189318e-14,7.910079165349509e-14
215,2,1.273884253272327e-13,1.4039414305268062e-13,1.4866727402714475e-13,1.5003723334979796e-13
181,20,NaN,NaN,NaN,NaN
133,18,NaN,NaN,NaN,NaN
169,7,NaN,NaN,NaN,NaN
407,14,NaN,NaN,NaN,NaN
48,4,1.1508544739876769e-14,1.3789758628462076e-14,1.512937842936097e-14,1.5621329203702375e-14
486,17,NaN,NaN,NaN,NaN
233,16,NaN,NaN,NaN,NaN
86,9,NaN,NaN,NaN,NaN
438,16,NaN,NaN,NaN,NaN
174,2,9.023632133378208e-14,9.807370174590308e-14,1.0104783027517972e-13,1.0159187817687666e-13
298,10,NaN,NaN,NaN,NaN
245,19,NaN,NaN,NaN,NaN
280,5,NaN,NaN,NaN,NaN
341,3,1.4411925875518752e-13,1.6529321970375768e-13,1.7782117872654056e-13,1.7882952408235248e-13
312,19,NaN,NaN,NaN,NaN
151,20,NaN,NaN,NaN,NaN
440,19,NaN,NaN,NaN,NaN
438,7,NaN,NaN,NaN,NaN
53,20,NaN,NaN,NaN,NaN
501,9,NaN,NaN,NaN,NaN
153,2,6.972299570184632e-14,7.889902386188652e-14,8.226863758109536e-14,8.290405045386045e-14
117,11,NaN,NaN,NaN,NaN
312,10,NaN,NaN,NaN,NaN
324,18,NaN,NaN,NaN,NaN
439,11,NaN,NaN,NaN,NaN
69,18,NaN,NaN,NaN,NaN
118,9,NaN,NaN,NaN,NaN
501,14,NaN,NaN,NaN,NaN
198,18,NaN,NaN,NaN,NaN
245,8,NaN,NaN,NaN,NaN
141,2,3.068470794885664e-14,4.214292167659424e-14,4.7937081394967507e-14,4.82085514170249e-14
57,2,1.854202871500316e-14,2.156730708429315e-14,2.2787177394490725e-14,2.3079946268938146e-14
117,15,NaN,NaN,NaN,NaN
331,7,NaN,NaN,NaN,NaN
249,20,NaN,NaN,NaN,NaN
116,16,NaN,NaN,NaN,NaN
56,15,NaN,NaN,NaN,NaN
333,5,NaN,NaN,NaN,NaN
344,14,NaN,NaN,NaN,NaN
24,5,3.240556042563015e-15,4.041227306077562e-15,4.5464517612078115e-15,4.643184777403723e-15
280,16,NaN,NaN,NaN,NaN
282,11,NaN,NaN,NaN,NaN
396,6,NaN,NaN,NaN,NaN
135,19,NaN,NaN,NaN,NaN
311,2,2.0110707203502238e-13,2.2511750572209512e-13,2.3327475240584753e-13,2.3730274456141084e-13
46,2,3.350444134997118e-15,5.92770885422567e-15,6.185435326148526e-15,6.443161798071381e-15
115,4,1.0153788839365968e-14,1.4508967875858726e-14,1.8391298902675126e-14,2.132793391013881e-14
152,3,2.194754656846518e-14,2.764812616878786e-14,3.4889302070137064e-14,3.5465304698653473e-14
182,3,5.352819236746585e-14,7.033773173965294e-14,7.983933494349332e-14,8.507480127538099e-14
501,2,1.421150523671917e-13,2.0922262829482403e-13,2.2550058119176831e-13,2.269574469217097e-13
7,20,3.8405828088829863e-16,5.901537979769264e-16,7.625666960164596e-16,9.03520750915045e-16
121,3,4.257254815475699e-14,5.052728033592265e-14,5.68892247076651e-14,5.799404862171589e-14
373,2,3.269599258476872e-14,6.139322345871305e-14,7.059131773973853e-14,7.392559050747247e-14
310,3,9.632033442198677e-14,1.276985718251658e-13,1.4472386452366907e-13,1.5064454764666265e-13
278,3,2.859450079942215e-14,4.073599581013628e-14,5.301558111013387e-14,5.868083450053076e-14
7,17,7.815525835209072e-16,9.21831252357993e-16,1.041512676324472e-15,1.1222293506966873e-15
25,6,5.169877866723617e-15,6.389489941304313e-15,8.142086661696548e-15,8.403050977776565e-15
71,19,NaN,NaN,NaN,NaN
301,11,NaN,NaN,NaN,NaN
72,17,NaN,NaN,NaN,NaN
171,14,NaN,NaN,NaN,NaN
118,18,NaN,NaN,NaN,NaN
85,11,NaN,NaN,NaN,NaN
149,6,NaN,NaN,NaN,NaN
472,9,NaN,NaN,NaN,NaN
503,15,NaN,NaN,NaN,NaN
72,19,NaN,NaN,NaN,NaN
428,6,NaN,NaN,NaN,NaN
488,18,NaN,NaN,NaN,NaN
313,19,NaN,NaN,NaN,NaN
76,13,NaN,NaN,NaN,NaN
147,5,NaN,NaN,NaN,NaN
151,19,NaN,NaN,NaN,NaN
342,15,NaN,NaN,NaN,NaN
182,12,NaN,NaN,NaN,NaN
86,19,NaN,NaN,NaN,NaN
267,8,NaN,NaN,NaN,NaN
55,14,NaN,NaN,NaN,NaN
314,19,NaN,NaN,NaN,NaN
202,19,NaN,NaN,NaN,NaN
309,16,NaN,NaN,NaN,NaN
308,18,NaN,NaN,NaN,NaN
170,12,NaN,NaN,NaN,NaN
392,12,NaN,NaN,NaN,NaN
137,9,NaN,NaN,NaN,NaN
344,20,NaN,NaN,NaN,NaN
503,19,NaN,NaN,NaN,NaN
296,19,NaN,NaN,NaN,NaN
133,17,NaN,NaN,NaN,NaN
86,6,NaN,NaN,NaN,NaN
502,20,NaN,NaN,NaN,NaN
490,15,NaN,NaN,NaN,NaN
473,20,NaN,NaN,NaN,NaN
438,9,NaN,NaN,NaN,NaN
457,20,NaN,NaN,NaN,NaN
26,4,4.0776714561203075e-15,5.092530368686094e-15,5.64395085446739e-15,5.911712977840782e-15
121,2,4.91101383800032e-14,5.666554428461908e-14,5.923648101605088e-14,5.92889491126107e-14
7,18,3.988634051530544e-16,5.97321368340309e-16,8.095695004064001e-16,8.923516201896941e-16
142,2,4.97360851176703e-14,6.352873389511552e-14,6.609186119546633e-14,6.620561655036385e-14
405,3,1.6068542502439148e-13,1.7449238751643296e-13,1.7746287381370295e-13,1.7828993114838732e-13
279,2,1.496618495163666e-13,1.6895897247034387e-13,1.7707948122473246e-13,1.7734143312003534e-13
119,8,NaN,NaN,NaN,NaN
103,17,NaN,NaN,NaN,NaN
149,12,NaN,NaN,NaN,NaN
182,9,NaN,NaN,NaN,NaN
474,12,NaN,NaN,NaN,NaN
264,20,NaN,NaN,NaN,NaN
502,5,NaN,NaN,NaN,NaN
459,6,NaN,NaN,NaN,NaN
342,9,NaN,NaN,NaN,NaN
281,5,NaN,NaN,NaN,NaN
311,5,NaN,NaN,NaN,NaN
473,9,NaN,NaN,NaN,NaN
376,5,NaN,NaN,NaN,NaN
439,18,NaN,NaN,NaN,NaN
475,7,NaN,NaN,NaN,NaN
441,10,NaN,NaN,NaN,NaN
408,11,NaN,NaN,NaN,NaN
493,10,NaN,NaN,NaN,NaN
312,13,NaN,NaN,NaN,NaN
367,11,NaN,NaN,NaN,NaN
492,6,NaN,NaN,NaN,NaN
235,9,NaN,NaN,NaN,NaN
362,13,NaN,NaN,NaN,NaN
155,15,NaN,NaN,NaN,NaN
296,20,NaN,NaN,NaN,NaN
490,7,NaN,NaN,NaN,NaN
200,20,NaN,NaN,NaN,NaN
311,6,NaN,NaN,NaN,NaN
391,19,NaN,NaN,NaN,NaN
328,19,NaN,NaN,NaN,NaN
377,6,NaN,NaN,NaN,NaN
180,10,NaN,NaN,NaN,NaN
460,13,NaN,NaN,NaN,NaN
343,16,NaN,NaN,NaN,NaN
506,4,NaN,NaN,NaN,NaN
374,18,NaN,NaN,NaN,NaN
469,8,NaN,NaN,NaN,NaN
281,16,NaN,NaN,NaN,NaN
280,6,NaN,NaN,NaN,NaN
174,11,NaN,NaN,NaN,NaN
280,18,NaN,NaN,NaN,NaN
56,7,NaN,NaN,NaN,NaN
425,8,NaN,NaN,NaN,NaN
408,18,NaN,NaN,NaN,NaN
426,13,NaN,NaN,NaN,NaN
469,13,NaN,NaN,NaN,NaN
55,8,NaN,NaN,NaN,NaN
214,5,NaN,NaN,NaN,NaN
503,5,NaN,NaN,NaN,NaN
151,13,NaN,NaN,NaN,NaN
474,10,NaN,NaN,NaN,NaN
44,13,NaN,NaN,NaN,NaN
206,5,NaN,NaN,NaN,NaN
250,10,NaN,NaN,NaN,NaN
278,10,NaN,NaN,NaN,NaN
406,19,NaN,NaN,NaN,NaN
406,13,NaN,NaN,NaN,NaN
407,12,NaN,NaN,NaN,NaN
333,14,NaN,NaN,NaN,NaN
141,8,NaN,NaN,NaN,NaN
151,8,NaN,NaN,NaN,NaN
342,2,1.3768200069143244e-13,1.6223301012634278e-13,1.689963087428685e-13,1.689963087428685e-13
230,18,NaN,NaN,NaN,NaN
473,5,NaN,NaN,NaN,NaN
138,9,NaN,NaN,NaN,NaN
230,19,NaN,NaN,NaN,NaN
213,9,NaN,NaN,NaN,NaN
311,8,NaN,NaN,NaN,NaN
213,18,NaN,NaN,NaN,NaN
182,5,NaN,NaN,NaN,NaN
493,5,NaN,NaN,NaN,NaN
421,18,NaN,NaN,NaN,NaN
213,13,NaN,NaN,NaN,NaN
408,6,NaN,NaN,NaN,NaN
246,17,NaN,NaN,NaN,NaN
46,11,NaN,NaN,NaN,NaN
266,10,NaN,NaN,NaN,NaN
368,11,NaN,NaN,NaN,NaN
247,5,NaN,NaN,NaN,NaN
181,19,NaN,NaN,NaN,NaN
491,4,NaN,NaN,NaN,NaN
52,5,1.1891640891400026e-14,1.839149817416354e-14,2.616191208329037e-14,3.146314163700973e-14
58,17,NaN,NaN,NaN,NaN
181,8,NaN,NaN,NaN,NaN
476,7,NaN,NaN,NaN,NaN
309,17,NaN,NaN,NaN,NaN
495,2,9.693769327678949e-14,1.0974749395159911e-13,1.1383455296134447e-13,1.15705485521572e-13
422,20,NaN,NaN,NaN,NaN
436,3,6.73486747717695e-14,9.014845581301044e-14,1.3212538698146507e-13,1.4132389136431887e-13
470,8,NaN,NaN,NaN,NaN
175,2,8.09370033589986e-14,9.409100176082557e-14,9.933177684968011e-14,1.0202157863369485e-13
343,5,NaN,NaN,NaN,NaN
302,11,NaN,NaN,NaN,NaN
267,19,NaN,NaN,NaN,NaN
86,18,NaN,NaN,NaN,NaN
310,7,NaN,NaN,NaN,NaN
143,10,NaN,NaN,NaN,NaN
327,17,NaN,NaN,NaN,NaN
472,11,NaN,NaN,NaN,NaN
150,17,NaN,NaN,NaN,NaN
56,9,NaN,NaN,NaN,NaN
367,9,NaN,NaN,NaN,NaN
489,13,NaN,NaN,NaN,NaN
182,20,NaN,NaN,NaN,NaN
248,16,NaN,NaN,NaN,NaN
104,17,NaN,NaN,NaN,NaN
299,7,NaN,NaN,NaN,NaN
470,6,NaN,NaN,NaN,NaN
398,7,NaN,NaN,NaN,NaN
73,17,NaN,NaN,NaN,NaN
55,11,NaN,NaN,NaN,NaN
149,9,NaN,NaN,NaN,NaN
89,14,NaN,NaN,NaN,NaN
407,20,NaN,NaN,NaN,NaN
70,18,NaN,NaN,NaN,NaN
247,2,1.1891447943132622e-13,1.4093567932601627e-13,1.5029468928125955e-13,1.5077640302895588e-13
249,7,NaN,NaN,NaN,NaN
301,6,NaN,NaN,NaN,NaN
503,10,NaN,NaN,NaN,NaN
21,15,NaN,NaN,NaN,NaN
57,4,1.2945061882070307e-14,1.7541191345085496e-14,2.071772118802566e-14,2.3915334193640205e-14
494,12,NaN,NaN,NaN,NaN
215,15,NaN,NaN,NaN,NaN
183,6,NaN,NaN,NaN,NaN
390,18,NaN,NaN,NaN,NaN
117,10,NaN,NaN,NaN,NaN
87,9,NaN,NaN,NaN,NaN
504,8,NaN,NaN,NaN,NaN
407,15,NaN,NaN,NaN,NaN
374,19,NaN,NaN,NaN,NaN
140,15,NaN,NaN,NaN,NaN
267,9,NaN,NaN,NaN,NaN
118,20,NaN,NaN,NaN,NaN
216,12,NaN,NaN,NaN,NaN
207,12,NaN,NaN,NaN,NaN
502,11,NaN,NaN,NaN,NaN
439,6,NaN,NaN,NaN,NaN
278,19,NaN,NaN,NaN,NaN
279,9,NaN,NaN,NaN,NaN
345,17,NaN,NaN,NaN,NaN
236,9,NaN,NaN,NaN,NaN
281,18,NaN,NaN,NaN,NaN
279,20,NaN,NaN,NaN,NaN
246,12,NaN,NaN,NaN,NaN
471,16,NaN,NaN,NaN,NaN
100,20,NaN,NaN,NaN,NaN
122,3,3.5515497519944293e-14,4.623222374610067e-14,5.67052667369071e-14,6.00492410614173e-14
201,16,NaN,NaN,NaN,NaN
439,15,NaN,NaN,NaN,NaN
148,5,NaN,NaN,NaN,NaN
86,7,NaN,NaN,NaN,NaN
299,9,NaN,NaN,NaN,NaN
89,16,NaN,NaN,NaN,NaN
460,12,NaN,NaN,NaN,NaN
347,19,NaN,NaN,NaN,NaN
119,7,NaN,NaN,NaN,NaN
216,17,NaN,NaN,NaN,NaN
427,14,NaN,NaN,NaN,NaN
405,7,NaN,NaN,NaN,NaN
218,10,NaN,NaN,NaN,NaN
41,20,NaN,NaN,NaN,NaN
372,15,NaN,NaN,NaN,NaN
313,10,NaN,NaN,NaN,NaN
103,18,NaN,NaN,NaN,NaN
186,17,NaN,NaN,NaN,NaN
89,20,NaN,NaN,NaN,NaN
310,9,NaN,NaN,NaN,NaN
425,17,NaN,NaN,NaN,NaN
215,19,NaN,NaN,NaN,NaN
374,2,2.4406267276220306e-13,2.631883791522075e-13,2.9392945356931224e-13,2.950023590497271e-13
501,17,NaN,NaN,NaN,NaN
490,3,2.2160823115207655e-13,2.7784152379092844e-13,3.2270270773433827e-13,3.361885836812018e-13
373,14,NaN,NaN,NaN,NaN
134,18,NaN,NaN,NaN,NaN
377,10,NaN,NaN,NaN,NaN
201,13,NaN,NaN,NaN,NaN
167,19,NaN,NaN,NaN,NaN
140,16,NaN,NaN,NaN,NaN
470,17,NaN,NaN,NaN,NaN
279,13,NaN,NaN,NaN,NaN
214,16,NaN,NaN,NaN,NaN
41,18,NaN,NaN,NaN,NaN
396,14,NaN,NaN,NaN,NaN
24,13,NaN,NaN,NaN,NaN
302,16,NaN,NaN,NaN,NaN
183,15,NaN,NaN,NaN,NaN
56,3,2.8658366639003326e-14,3.7350938894868893e-14,4.049413265979229e-14,4.17595743054108e-14
246,18,NaN,NaN,NaN,NaN
150,11,NaN,NaN,NaN,NaN
182,11,NaN,NaN,NaN,NaN
441,19,NaN,NaN,NaN,NaN
212,14,NaN,NaN,NaN,NaN
267,6,NaN,NaN,NaN,NaN
47,2,2.2609460038007395e-14,2.4511075834147075e-14,2.5544329616382783e-14,2.5716538580088732e-14
45,12,NaN,NaN,NaN,NaN
504,18,NaN,NaN,NaN,NaN
41,14,NaN,NaN,NaN,NaN
40,19,NaN,NaN,NaN,NaN
44,5,9.706918538114572e-15,1.174423077392509e-14,1.2961734761652573e-14,1.381384639502577e-14
375,8,NaN,NaN,NaN,NaN
393,11,NaN,NaN,NaN,NaN
504,15,NaN,NaN,NaN,NaN
422,19,NaN,NaN,NaN,NaN
309,11,NaN,NaN,NaN,NaN
342,3,1.491799218768234e-13,1.6277442777591676e-13,1.7044389412023214e-13,1.7409700928573588e-13
89,8,NaN,NaN,NaN,NaN
201,11,NaN,NaN,NaN,NaN
151,18,NaN,NaN,NaN,NaN
341,12,NaN,NaN,NaN,NaN
248,9,NaN,NaN,NaN,NaN
136,19,NaN,NaN,NaN,NaN
470,18,NaN,NaN,NaN,NaN
361,20,NaN,NaN,NaN,NaN
459,17,NaN,NaN,NaN,NaN
439,7,NaN,NaN,NaN,NaN
107,7,NaN,NaN,NaN,NaN
378,6,NaN,NaN,NaN,NaN
405,8,NaN,NaN,NaN,NaN
360,19,NaN,NaN,NaN,NaN
55,13,NaN,NaN,NaN,NaN
250,20,NaN,NaN,NaN,NaN
280,14,NaN,NaN,NaN,NaN
501,13,NaN,NaN,NaN,NaN
247,11,NaN,NaN,NaN,NaN
360,18,NaN,NaN,NaN,NaN
143,2,6.437182283133533e-14,7.221785461771695e-14,7.439412620810017e-14,7.54249916982817e-14
119,14,NaN,NaN,NaN,NaN
461,2,1.6769171494323586e-13,2.304951508646987e-13,2.4225071651894885e-13,2.4454901762439706e-13
502,12,NaN,NaN,NaN,NaN
181,16,NaN,NaN,NaN,NaN
461,15,NaN,NaN,NaN,NaN
505,7,NaN,NaN,NaN,NaN
440,14,NaN,NaN,NaN,NaN
464,11,NaN,NaN,NaN,NaN
175,8,NaN,NaN,NaN,NaN
184,7,NaN,NaN,NaN,NaN
216,20,NaN,NaN,NaN,NaN
373,3,2.583271484244188e-14,4.0883309992395465e-14,5.412297248092078e-14,5.642597150910907e-14
236,14,NaN,NaN,NaN,NaN
442,20,NaN,NaN,NaN,NaN
299,14,NaN,NaN,NaN,NaN
342,13,NaN,NaN,NaN,NaN
73,19,NaN,NaN,NaN,NaN
279,15,NaN,NaN,NaN,NaN
184,13,NaN,NaN,NaN,NaN
375,7,NaN,NaN,NaN,NaN
170,3,4.780997050443492e-14,6.751932104437778e-14,7.676298407889871e-14,8.287707112606905e-14
375,18,NaN,NaN,NaN,NaN
500,3,5.97145902814162e-14,1.1076640910125439e-13,1.3518957822066165e-13,1.3691550833205451e-13
502,2,1.26473527117598e-13,1.9482033217609792e-13,2.1893334050281167e-13,2.2005116208087126e-13
167,20,NaN,NaN,NaN,NaN
151,7,NaN,NaN,NaN,NaN
118,11,NaN,NaN,NaN,NaN
409,11,NaN,NaN,NaN,NaN
343,9,NaN,NaN,NaN,NaN
87,17,NaN,NaN,NaN,NaN
344,16,NaN,NaN,NaN,NaN
406,2,1.6719680357069847e-13,1.8377207812671214e-13,1.9300149236812884e-13,1.9425719498600867e-13
25,5,6.9800418173807335e-15,8.392035009446302e-15,9.353385415584493e-15,1.0015571993678971e-14
408,16,NaN,NaN,NaN,NaN
213,7,NaN,NaN,NaN,NaN
455,18,NaN,NaN,NaN,NaN
266,12,NaN,NaN,NaN,NaN
88,2,1.0451677426418338e-14,1.2324269631984957e-14,1.3151694094909741e-14,1.332588871868338e-14
439,2,2.8054032876363955e-13,3.1809816454270745e-13,3.3412941867249153e-13,3.3552034956364336e-13
407,17,NaN,NaN,NaN,NaN
170,17,NaN,NaN,NaN,NaN
490,8,NaN,NaN,NaN,NaN
331,16,NaN,NaN,NaN,NaN
396,9,NaN,NaN,NaN,NaN
441,12,NaN,NaN,NaN,NaN
344,8,NaN,NaN,NaN,NaN
216,11,NaN,NaN,NaN,NaN
470,2,3.2831640589743103e-13,4.369245882107681e-13,4.659504385425294e-13,4.667043567329647e-13
107,16,NaN,NaN,NaN,NaN
408,10,NaN,NaN,NaN,NaN
279,3,6.695634768287761e-14,8.554768104439682e-14,1.1345361362888473e-13,1.1931301386450404e-13
184,14,NaN,NaN,NaN,NaN
504,16,NaN,NaN,NaN,NaN
22,18,NaN,NaN,NaN,NaN
77,10,NaN,NaN,NaN,NaN
342,6,NaN,NaN,NaN,NaN
440,13,NaN,NaN,NaN,NaN
364,5,NaN,NaN,NaN,NaN
469,3,6.032525505415108e-14,8.230082342445783e-14,9.66925008293497e-14,1.0037423101826517e-13
53,16,NaN,NaN,NaN,NaN
457,7,NaN,NaN,NaN,NaN
297,19,NaN,NaN,NaN,NaN
376,12,NaN,NaN,NaN,NaN
21,17,NaN,NaN,NaN,NaN
283,11,NaN,NaN,NaN,NaN
457,3,5.497280755812359e-14,1.0936022472883545e-13,1.2436452812164988e-13,1.4531013285792778e-13
439,9,NaN,NaN,NaN,NaN
470,19,NaN,NaN,NaN,NaN
27,4,2.3798686982764545e-15,3.6394936744436066e-15,5.099718639163831e-15,5.361242671941464e-15
280,2,1.349038692393015e-13,1.538312550178301e-13,1.627474003904364e-13,1.6279179613503028e-13
183,3,1.4849692648854937e-13,1.613252783373994e-13,1.789379214801219e-13,1.8075851079750688e-13
89,3,1.625240126041886e-14,2.0886363422629748e-14,2.432897557555258e-14,2.530497386632967e-14
312,2,8.131413682058616e-14,9.65929077518428e-14,1.0298064249146422e-13,1.0323960471063806e-13
153,3,4.8886871118318656e-14,5.938215949075589e-14,7.080782598965535e-14,8.021673134142453e-14
245,3,2.0303928316297762e-13,2.4253841088353463e-13,3.2295354585587065e-13,3.289207113150059e-13
216,2,5.0801941895530916e-14,9.023392536682396e-14,1.1498979229051918e-13,1.1523170629954552e-13
18,9,2.5589215789877553e-15,2.9046701665505884e-15,3.3059338802802576e-15,3.6726716073332465e-15
333,3,6.325997161391308e-14,7.816395722185754e-14,8.47726112439139e-14,8.754091806218802e-14
474,20,NaN,NaN,NaN,NaN
174,13,NaN,NaN,NaN,NaN
238,5,NaN,NaN,NaN,NaN
44,9,NaN,NaN,NaN,NaN
23,14,NaN,NaN,NaN,NaN
439,16,NaN,NaN,NaN,NaN
166,18,NaN,NaN,NaN,NaN
139,6,NaN,NaN,NaN,NaN
407,19,NaN,NaN,NaN,NaN
139,9,NaN,NaN,NaN,NaN
262,17,NaN,NaN,NaN,NaN
329,19,NaN,NaN,NaN,NaN
106,13,NaN,NaN,NaN,NaN
44,8,NaN,NaN,NaN,NaN
54,12,NaN,NaN,NaN,NaN
376,20,NaN,NaN,NaN,NaN
279,10,NaN,NaN,NaN,NaN
