players,strategies,0.99 error,0.999 error,0.9999 error,0.99999 error
76,3,6.7268933797881665e-15,1.1742053540535324e-14,1.2967938796645206e-14,1.3438310924371422e-14
24,8,3.1056586165316834e-15,3.7995501063237425e-15,4.289537337229745e-15,4.452866414198413e-15
196,3,9.230120631994429e-14,1.0283943676336045e-13,1.144910322165787e-13,1.15333719261239e-13
85,4,1.379680403946843e-14,1.6417249657948704e-14,1.8055028169498876e-14,1.900390309658265e-14
31,7,3.5836194254224995e-15,4.5392512722018326e-15,5.8064927895185634e-15,6.256238611776818e-15
47,5,1.5965246712624537e-14,1.8048205275778434e-14,1.9610490904235342e-14,2.173882040900615e-14
188,4,2.226796983886253e-14,3.180049498853464e-14,4.0273169676283126e-14,4.5250361006685957e-14
141,4,2.0068856032535843e-14,2.69678312451321e-14,3.3207341367476884e-14,3.5445466635406784e-14
118,4,4.372140668557539e-14,5.006034267101103e-14,5.711109172127888e-14,6.109495163596571e-14
54,5,7.040088793759068e-15,9.360782883668566e-15,1.0764900316218852e-14,1.1154932936371709e-14
46,6,2.7077990010868438e-15,3.672772771078236e-15,4.546277639414692e-15,4.65585583640112e-15
196,4,7.054990735835729e-14,8.029251361260662e-14,1.1240514007543678e-13,1.2196400238106446e-13
149,4,4.5452286620982245e-14,5.614559501322252e-14,6.171993193938934e-14,6.411556527981149e-14
85,5,1.626018198108568e-14,2.0644161809359736e-14,2.5823464966768106e-14,2.799307432889827e-14
70,5,3.0614546123437386e-14,3.4751646950928923e-14,3.6040308905480363e-14,4.03308218704185e-14
21,3,1.1077153999288647e-15,1.5449642241140358e-15,1.8591942357982465e-15,1.9115659044122816e-15
51,2,8.993973914185807e-15,1.0840950700134678e-14,1.2366714132005483e-14,1.2687927486083548e-14
76,2,8.491614841214612e-15,1.4774241909300095e-14,1.64607992048823e-14,1.64607992048823e-14
